Longitude,Latitude,Actual_UHI,Predicted_UHI,Correct
-70.53100833,-33.59887333,Low,Low,True
-70.53105333,-33.599205,Low,Low,True
-70.53121,-33.59951167,Medium,Medium,True
-70.53134833,-33.599765,Medium,Low,False
-70.53149167,-33.60004333,Medium,Low,False
-70.53166,-33.60036667,Medium,Medium,True
-70.53183333,-33.600715,Low,Medium,False
-70.53207167,-33.60105833,Low,Low,True
-70.53229667,-33.60144667,Low,Low,True
-70.53252833,-33.60182833,Low,Low,True
-70.53271833,-33.60220833,Low,Medium,False
-70.532885,-33.60254167,Low,Low,True
-70.532995,-33.60281667,Low,Low,True
-70.533145,-33.60320167,Low,Low,True
-70.533265,-33.603565,Low,Low,True
-70.533345,-33.60382667,Low,Low,True
-70.53345667,-33.60413667,Medium,Low,False
-70.533575,-33.60445833,Medium,Medium,True
-70.533685,-33.60483,Medium,Medium,True
-70.53387333,-33.60515333,Medium,Medium,True
-70.53408167,-33.605455,Medium,Medium,True
-70.53421833,-33.60572833,Medium,Medium,True
-70.53435667,-33.60601333,Medium,Medium,True
-70.53453167,-33.606295,Medium,Medium,True
-70.53480833,-33.60651167,Low,Low,True
-70.53524167,-33.60667667,Low,Medium,False
-70.535625,-33.60684667,Low,Low,True
-70.53604,-33.60698,Low,Low,True
-70.53651,-33.60715167,Low,Low,True
-70.536925,-33.607375,Low,Low,True
-70.53727833,-33.607625,Low,Low,True
-70.53756833,-33.60783333,Low,Medium,False
-70.53786833,-33.60806,Low,Low,True
-70.53812833,-33.60824167,Low,Low,True
-70.53845833,-33.608475,Medium,Low,False
-70.53870167,-33.60863667,Low,Low,True
-70.538975,-33.60882333,Low,Low,True
-70.53928167,-33.60904833,Medium,Medium,True
-70.53963,-33.60927667,Low,Low,True
-70.539995,-33.60951667,Low,Low,True
-70.54036,-33.60977667,Low,Low,True
-70.54071333,-33.61002167,Low,Low,True
-70.54104333,-33.61022667,Low,Low,True
-70.541305,-33.61038833,Low,Low,True
-70.54161667,-33.61062,Low,Low,True
-70.54187833,-33.61082,Low,Low,True
-70.54214333,-33.61100833,Low,Low,True
-70.54242,-33.611205,Low,Medium,False
-70.54269667,-33.61135667,Low,Low,True
-70.543045,-33.61136833,Low,Low,True
-70.54341667,-33.61130667,Medium,Medium,True
-70.54386833,-33.61123333,Medium,Medium,True
-70.54438833,-33.61113333,Medium,Medium,True
-70.54483667,-33.611035,Low,Low,True
-70.54521333,-33.61096,Low,Low,True
-70.54564,-33.61088167,Low,Low,True
-70.54622667,-33.61077,Low,Low,True
-70.54679833,-33.61064167,Low,Low,True
-70.54735333,-33.61050333,Low,Low,True
-70.54771667,-33.61043667,Low,Low,True
-70.54811167,-33.61036333,Low,Low,True
-70.54857833,-33.61025667,Low,Low,True
-70.54902667,-33.61015,Low,Low,True
-70.54942,-33.61006333,Low,Low,True
-70.54983667,-33.609975,Low,Low,True
-70.55037833,-33.60986667,Medium,Low,False
-70.55095833,-33.60983,Low,Low,True
-70.55159833,-33.60987667,Low,Low,True
-70.55227167,-33.60989833,Low,Medium,False
-70.55291333,-33.60993167,Low,Medium,False
-70.55354833,-33.60993833,Low,Low,True
-70.55404833,-33.60996,Low,Medium,False
-70.55443833,-33.60997667,Low,Low,True
-70.554815,-33.60998167,Low,Low,True
-70.55520833,-33.60999833,Low,Low,True
-70.555715,-33.61,Low,Low,True
-70.55628667,-33.61002167,Low,Low,True
-70.55684333,-33.61004167,Low,Low,True
-70.55740833,-33.61007167,Low,Low,True
-70.55791667,-33.61008833,Medium,Low,False
-70.55822167,-33.61009333,Medium,Low,False
-70.55859833,-33.610115,Low,Low,True
-70.55910333,-33.610215,Low,Low,True
-70.559675,-33.61032833,Low,Low,True
-70.56027333,-33.61045333,Low,Low,True
-70.56081833,-33.61055167,Low,Low,True
-70.561355,-33.61068333,Low,Low,True
-70.56194167,-33.61080333,Low,Low,True
-70.56247167,-33.61091,Low,Low,True
-70.56288333,-33.61098667,Low,Low,True
-70.563245,-33.611055,Low,Low,True
-70.56372333,-33.611135,Low,Low,True
-70.564125,-33.61121167,Low,Low,True
-70.56458833,-33.611315,Low,Low,True
-70.56507833,-33.61139333,Low,Low,True
-70.56555,-33.61147333,Low,Low,True
-70.56595833,-33.61153167,Low,Low,True
-70.56640333,-33.61159333,Low,Low,True
-70.566915,-33.61167333,Low,Low,True
-70.56739167,-33.61175,Low,Low,True
-70.56779667,-33.61179,Low,Low,True
-70.56820833,-33.61186,Low,Low,True
-70.56884833,-33.61207,Medium,Medium,True
-70.56877667,-33.61241667,Medium,Medium,True
-70.56868,-33.61279,Low,Low,True
-70.568595,-33.61324667,Low,Low,True
-70.56849167,-33.61363167,Low,Low,True
-70.56841167,-33.61405667,Medium,Medium,True
-70.56832833,-33.61447167,Low,Low,True
-70.56823333,-33.61485333,Low,Low,True
-70.56815833,-33.61516,Low,Low,True
-70.56817833,-33.61539833,Low,Low,True
-70.56853833,-33.61545333,Low,Low,True
-70.568935,-33.61550833,Low,Low,True
-70.56929333,-33.615565,Medium,Medium,True
-70.56966667,-33.61561167,Medium,Medium,True
-70.570065,-33.61566,Medium,Medium,True
-70.57048167,-33.61574167,Low,Low,True
-70.57086667,-33.61579167,Low,Low,True
-70.57126333,-33.61583667,Medium,Medium,True
-70.57165333,-33.61587833,Medium,Medium,True
-70.57201333,-33.615925,Medium,Medium,True
-70.572355,-33.61598667,Medium,Medium,True
-70.5727,-33.616035,Medium,Medium,True
-70.57306667,-33.61607,Medium,Low,False
-70.57350833,-33.61614,Medium,Medium,True
-70.57392667,-33.61620167,Medium,Medium,True
-70.574345,-33.61625333,Low,Low,True
-70.57471667,-33.61629667,Low,Low,True
-70.57507833,-33.61634,Low,Low,True
-70.575625,-33.616395,Low,Low,True
-70.57605833,-33.61644833,Low,Low,True
-70.57646333,-33.61651167,Low,Low,True
-70.57684167,-33.61656833,Low,Low,True
-70.57723333,-33.61663,Low,Low,True
-70.57764667,-33.61668833,Low,Low,True
-70.57805,-33.61674667,Low,Low,True
-70.57851,-33.61683333,Low,Low,True
-70.57901667,-33.616925,Low,Low,True
-70.579515,-33.61696833,Low,Low,True
-70.58005333,-33.61706,Low,Low,True
-70.58055667,-33.61714167,Medium,Low,False
-70.581045,-33.61724,Low,Low,True
-70.58143667,-33.61728333,Low,Low,True
-70.58181833,-33.61732667,Low,Low,True
-70.58225333,-33.61739167,Low,Low,True
-70.58268833,-33.61744667,Low,Low,True
-70.58314667,-33.61751833,Low,Low,True
-70.58358333,-33.61757333,Low,Low,True
-70.583965,-33.61763333,Low,Low,True
-70.58440333,-33.61770167,Medium,Medium,True
-70.58485333,-33.61775833,Low,Medium,False
-70.58531833,-33.61784,Low,Low,True
-70.58584167,-33.61791833,Low,Low,True
-70.58638833,-33.61800167,Low,Low,True
-70.58694333,-33.61809,Low,Low,True
-70.58743833,-33.618175,Low,Low,True
-70.587805,-33.61821667,Low,Low,True
-70.58823667,-33.618245,Low,Low,True
-70.58862333,-33.61829,Low,Low,True
-70.58896667,-33.618325,Medium,Medium,True
-70.58935167,-33.61838333,Medium,Medium,True
-70.58981667,-33.618465,Low,Low,True
-70.59043333,-33.61828667,Low,Low,True
-70.59045667,-33.61794667,Low,Low,True
-70.59048667,-33.61754,Low,Low,True
-70.59053167,-33.61717333,Low,Low,True
-70.590545,-33.61689,Low,Low,True
-70.59059,-33.61637167,Medium,Low,False
-70.59061667,-33.61606667,Low,Medium,False
-70.59062167,-33.61569833,Low,Low,True
-70.59068167,-33.61532167,Low,Low,True
-70.59069333,-33.61502167,Low,Low,True
-70.590725,-33.6148,Low,Low,True
-70.58921,-33.61443833,Medium,Medium,True
-70.59050167,-33.61439833,Low,Low,True
-70.59079333,-33.61429333,Low,Low,True
-70.59087833,-33.613925,Low,Low,True
-70.59095,-33.61356167,Low,Medium,False
-70.59104167,-33.61311333,Low,Low,True
-70.59109667,-33.61276667,Low,Low,True
-70.59116,-33.61248333,Low,Low,True
-70.59124167,-33.61212833,Low,Low,True
-70.59133167,-33.61165667,Low,Low,True
-70.59143333,-33.61116667,Low,Low,True
-70.591545,-33.610675,Low,Low,True
-70.59162833,-33.610215,Low,Medium,False
-70.591735,-33.609775,Low,High,False
-70.59176333,-33.60939167,Low,Low,True
-70.59184333,-33.60908,Low,Low,True
-70.59193667,-33.60870333,Medium,Medium,True
-70.59201167,-33.608385,Medium,Medium,True
-70.59207833,-33.608025,Low,Medium,False
-70.59215667,-33.60767833,Medium,Medium,True
-70.59224667,-33.60728,Low,Low,True
-70.59231167,-33.60687167,Low,Medium,False
-70.59236833,-33.60650667,Low,Low,True
-70.59245167,-33.60611333,Low,Low,True
-70.59253833,-33.605715,Low,Medium,False
-70.59263333,-33.605305,Low,Low,True
-70.59270333,-33.60495333,Medium,Medium,True
-70.59277333,-33.60462667,Medium,Medium,True
-70.592865,-33.60422,Low,Low,True
-70.59302667,-33.60377333,Low,Low,True
-70.593215,-33.60332833,Low,Low,True
-70.59342167,-33.60292667,Low,Medium,False
-70.59360333,-33.60257833,Low,Low,True
-70.59373833,-33.60232333,Low,Low,True
-70.59386833,-33.60199833,Low,Low,True
-70.59395667,-33.60158833,Low,Low,True
-70.59406833,-33.60116,Low,Low,True
-70.59417667,-33.60073333,Low,Low,True
-70.59422,-33.60037833,Low,Low,True
-70.594265,-33.60002333,Low,Low,True
-70.59432333,-33.59958667,Low,Low,True
-70.59440833,-33.59912833,Low,Low,True
-70.59448667,-33.59871167,Low,High,False
-70.594545,-33.59835333,Low,Low,True
-70.594605,-33.59801333,Low,Low,True
-70.594685,-33.597595,Low,Low,True
-70.59476,-33.59713833,Low,Low,True
-70.59482333,-33.59676,Medium,Low,False
-70.59489,-33.59635,Medium,Low,False
-70.59494667,-33.59595667,Medium,Medium,True
-70.59506,-33.59553833,Medium,Medium,True
-70.595155,-33.595105,Low,Medium,False
-70.59522333,-33.59461167,Low,Low,True
-70.595315,-33.59416833,Low,Low,True
-70.595395,-33.593775,Low,Low,True
-70.595445,-33.59345167,Low,Low,True
-70.59550167,-33.59311333,Low,Low,True
-70.59556833,-33.59272333,Low,Low,True
-70.59563667,-33.59237,Low,Low,True
-70.59570667,-33.59206333,Low,Low,True
-70.59577667,-33.59166167,Low,Low,True
-70.59586833,-33.59119167,Low,Low,True
-70.59594833,-33.59073667,Low,Low,True
-70.595985,-33.59030167,Low,Low,True
-70.59608833,-33.589885,Low,Low,True
-70.59618,-33.58942333,Low,Low,True
-70.59626,-33.58898,Low,Medium,False
-70.59631,-33.588575,Low,Low,True
-70.596375,-33.58822,Low,Low,True
-70.596465,-33.58762833,Medium,Medium,True
-70.59651833,-33.587295,Medium,Medium,True
-70.59660167,-33.58685167,Low,Medium,False
-70.59666833,-33.58641667,Low,Medium,False
-70.59674167,-33.58598,Low,Low,True
-70.596825,-33.58559667,Low,Medium,False
-70.59691,-33.58519333,Low,Low,True
-70.596955,-33.58489667,Low,Medium,False
-70.59702333,-33.58449667,Low,Low,True
-70.59709667,-33.584025,Low,Low,True
-70.59716167,-33.58355333,Low,Low,True
-70.59727333,-33.58311333,Low,Low,True
-70.597325,-33.58270167,Low,Low,True
-70.59731167,-33.58237167,Low,Medium,False
-70.59726667,-33.58204,Low,Medium,False
-70.59732333,-33.58173833,Low,Medium,False
-70.59718667,-33.58143167,Medium,Medium,True
-70.59678833,-33.58138,Medium,Medium,True
-70.59624167,-33.58131667,Low,Low,True
-70.59569,-33.58124667,Low,Low,True
-70.595145,-33.58118333,Low,Low,True
-70.59461,-33.58108333,Low,Low,True
-70.59407333,-33.58104667,Low,Low,True
-70.59354167,-33.58097167,Low,Low,True
-70.59308167,-33.58091,Low,Low,True
-70.592205,-33.58075167,Medium,Medium,True
-70.59170333,-33.58067833,Medium,Medium,True
-70.591165,-33.58060667,Medium,Medium,True
-70.590715,-33.580535,Medium,Medium,True
-70.590345,-33.580495,Medium,Medium,True
-70.58988667,-33.58042167,Medium,Medium,True
-70.58946167,-33.58036833,Medium,Medium,True
-70.58910667,-33.58032,Medium,Medium,True
-70.58867833,-33.58024,Medium,Medium,True
-70.58809333,-33.58017667,Medium,Medium,True
-70.58726833,-33.58004833,Medium,Medium,True
-70.58677833,-33.58004333,Medium,Medium,True
-70.586195,-33.57993167,Low,Low,True
-70.58556167,-33.57984667,Low,Low,True
-70.58493667,-33.57979333,Low,Low,True
-70.58436667,-33.57967333,Low,Medium,False
-70.58379,-33.57961667,Medium,Medium,True
-70.58331,-33.57955833,Low,Medium,False
-70.58296833,-33.57955667,Low,Low,True
-70.58260667,-33.57951167,Low,Low,True
-70.58223,-33.57945,Low,Low,True
-70.58194333,-33.57973333,Low,Low,True
-70.58186667,-33.58009667,Low,Low,True
-70.58179167,-33.58045,Low,Low,True
-70.58176,-33.58069333,Medium,Medium,True
-70.56879833,-33.61194667,Medium,Low,False
-70.58940167,-33.61458167,Low,Low,True
-70.582085,-33.57945833,Low,Low,True
-70.58198333,-33.57954833,Low,Low,True
-70.55845917,-33.51808181,Medium,Medium,True
-70.5500725,-33.52907083,Low,Low,True
-70.55566639,-33.5358825,Medium,Medium,True
-70.55703042,-33.53611667,Medium,Medium,True
-70.55726632,-33.53607799,High,High,True
-70.55749725,-33.53597592,High,Medium,False
-70.55775958,-33.53588083,High,High,True
-70.55791792,-33.53584333,Medium,Low,False
-70.55809333,-33.53577667,High,High,True
-70.55826167,-33.53573625,High,High,True
-70.55847583,-33.53564375,High,High,True
-70.56487042,-33.55188833,Medium,Medium,True
-70.56100174,-33.55638021,High,High,True
-70.56878917,-33.569015,Medium,Medium,True
-70.56887583,-33.56867667,Medium,Medium,True
-70.5689525,-33.56832667,Medium,Medium,True
-70.56900667,-33.56806229,Medium,Medium,True
-70.57166625,-33.56984792,Medium,Medium,True
-70.572215,-33.56855278,High,High,True
-70.58325708,-33.56936083,Medium,Medium,True
-70.58572819,-33.55749861,Medium,Medium,True
-70.58634843,-33.55358383,Medium,Medium,True
-70.58140846,-33.55314257,Medium,Medium,True
-70.58290833,-33.55049833,High,High,True
-70.58284972,-33.54769094,Medium,Medium,True
-70.58278333,-33.543985,Medium,Medium,True
-70.58427417,-33.54153958,Medium,Medium,True
-70.58533925,-33.54013167,High,High,True
-70.59009208,-33.53008021,Medium,Medium,True
-70.59008292,-33.52962833,Low,Low,True
-70.59012833,-33.52946792,Medium,Medium,True
-70.59011042,-33.529355,Medium,Medium,True
-70.59019792,-33.52920542,Medium,Medium,True
-70.5880275,-33.52837417,High,High,True
-70.58884067,-33.52649767,Medium,Medium,True
-70.58994688,-33.5228425,Medium,Medium,True
-70.57921792,-33.52255667,High,High,True
-70.56966708,-33.52242333,Medium,Medium,True
-70.56915333,-33.51903167,Medium,Medium,True
-70.56911667,-33.51867833,Medium,Medium,True
-70.56909333,-33.51833333,Medium,Medium,True
-70.568985,-33.51808833,Medium,Medium,True
-70.56857,-33.51810833,Medium,Medium,True
-70.56808,-33.51811833,Medium,Medium,True
-70.56759167,-33.51812167,Medium,Medium,True
-70.56709167,-33.518115,Medium,Medium,True
-70.56669333,-33.51811333,Medium,Medium,True
-70.56635,-33.51812667,Medium,Medium,True
-70.56594667,-33.518175,Medium,Medium,True
-70.56552,-33.518225,Medium,Medium,True
-70.56513,-33.51829333,High,High,True
-70.56480833,-33.518375,High,Medium,False
-70.56436,-33.51841,Medium,Medium,True
-70.56395333,-33.51841333,Medium,Medium,True
-70.56349333,-33.51836,Medium,Medium,True
-70.56306,-33.51826,Medium,Medium,True
-70.56263333,-33.518195,Medium,Medium,True
-70.56217667,-33.51819167,Medium,Medium,True
-70.56174667,-33.518185,Medium,Medium,True
-70.56133667,-33.51818167,Medium,Medium,True
-70.56091,-33.51817667,Medium,Medium,True
-70.56039833,-33.51817,Medium,High,False
-70.55985833,-33.518175,Medium,Medium,True
-70.55933833,-33.518165,Medium,Medium,True
-70.55888,-33.51814667,Medium,Medium,True
-70.558115,-33.51804167,High,Low,False
-70.55774,-33.51798667,Medium,Low,False
-70.55725833,-33.51791,Medium,Low,False
-70.55674,-33.51781333,High,High,True
-70.55620667,-33.51770833,High,High,True
-70.55568667,-33.51759667,High,Medium,False
-70.55522333,-33.517435,Medium,Medium,True
-70.55488667,-33.51731167,Medium,Medium,True
-70.55454667,-33.51721167,Medium,Medium,True
-70.55410667,-33.51710833,Medium,Low,False
-70.55362333,-33.51699833,Medium,Medium,True
-70.55320333,-33.51690167,Medium,Medium,True
-70.55281167,-33.51680667,Medium,Medium,True
-70.55239167,-33.51670333,Medium,Medium,True
-70.551955,-33.51659167,Medium,Medium,True
-70.55157333,-33.51650333,Medium,Medium,True
-70.55117833,-33.51640667,Medium,Medium,True
-70.550775,-33.51631667,Medium,Medium,True
-70.55048833,-33.51619833,Medium,Medium,True
-70.550255,-33.51592333,Medium,Medium,True
-70.55006833,-33.51553667,Medium,Medium,True
-70.55000167,-33.51511,Medium,Medium,True
-70.549965,-33.51474167,Medium,Medium,True
-70.54972833,-33.514605,Medium,Medium,True
-70.549265,-33.51459333,Medium,Medium,True
-70.54879833,-33.51454667,Medium,Medium,True
-70.54871333,-33.51472167,Medium,Medium,True
-70.54872,-33.51501333,Low,Low,True
-70.54877333,-33.51530333,Low,Medium,False
-70.54880333,-33.51563833,Low,Low,True
-70.54883333,-33.51603333,Low,Low,True
-70.54886,-33.51648333,Low,Low,True
-70.54887,-33.51686667,Low,Medium,False
-70.54888333,-33.51725,Low,Low,True
-70.54890667,-33.51760833,Low,Low,True
-70.54891833,-33.51790667,Low,Low,True
-70.54891167,-33.51833833,Low,Low,True
-70.54891667,-33.51879167,Low,Medium,False
-70.54889667,-33.519205,Low,Low,True
-70.54880333,-33.519525,Low,Low,True
-70.54869833,-33.51983667,Medium,Medium,True
-70.5487,-33.52017,Medium,Medium,True
-70.548705,-33.52047,Low,Low,True
-70.54873,-33.52086167,Low,Medium,False
-70.54876667,-33.52126833,Low,Low,True
-70.548835,-33.52166333,Low,Low,True
-70.54887833,-33.52204333,Low,Low,True
-70.548955,-33.52230667,Medium,Medium,True
-70.54901667,-33.52268333,Medium,Medium,True
-70.549075,-33.52310667,Low,Low,True
-70.54915333,-33.52351833,Low,Medium,False
-70.549225,-33.52397667,Low,Low,True
-70.54931333,-33.52436167,Medium,Medium,True
-70.54938,-33.52470667,Low,Medium,False
-70.549445,-33.52508833,Low,Low,True
-70.54950667,-33.52544333,Low,Low,True
-70.549575,-33.52581167,Medium,Medium,True
-70.54962,-33.526225,Low,Low,True
-70.54967333,-33.52666,Low,Medium,False
-70.54971,-33.52702833,Medium,Medium,True
-70.54973333,-33.52740167,Medium,Medium,True
-70.54975833,-33.52779667,Medium,Medium,True
-70.549785,-33.52817667,Medium,Medium,True
-70.54990333,-33.528505,Low,Low,True
-70.55004,-33.52882167,Low,Low,True
-70.55001833,-33.52917333,Medium,Medium,True
-70.54958833,-33.52917333,Medium,Medium,True
-70.54904667,-33.529185,Low,Low,True
-70.54854833,-33.52916833,Low,Low,True
-70.54797667,-33.52917167,Low,Low,True
-70.54749167,-33.52919833,Medium,Medium,True
-70.54705833,-33.52923,Medium,Low,False
-70.546655,-33.52925333,Medium,Medium,True
-70.54629667,-33.529265,Medium,Medium,True
-70.54623,-33.52958667,Medium,Low,False
-70.546335,-33.53001,Medium,Medium,True
-70.54640333,-33.53039167,Medium,Medium,True
-70.54643167,-33.53076167,Medium,Low,False
-70.546445,-33.531155,Low,Low,True
-70.54646667,-33.53148167,Medium,Medium,True
-70.54650167,-33.531805,Low,Low,True
-70.546545,-33.53218,Medium,Medium,True
-70.54655833,-33.532565,Medium,Medium,True
-70.54659333,-33.532905,Medium,Medium,True
-70.546605,-33.53327,Medium,Medium,True
-70.54658,-33.53366167,Medium,Medium,True
-70.54647,-33.53406667,Medium,Medium,True
-70.54633667,-33.534445,Medium,Medium,True
-70.546205,-33.5348,Medium,Medium,True
-70.54611333,-33.53508667,Medium,Medium,True
-70.54606667,-33.53535833,Medium,Medium,True
-70.54651667,-33.535365,Low,Low,True
-70.54701833,-33.535315,Low,Low,True
-70.54736667,-33.53529333,Low,Low,True
-70.547805,-33.53525333,Low,Low,True
-70.54830667,-33.53522333,Low,Low,True
-70.54873667,-33.53521667,Low,Low,True
-70.54908833,-33.535195,Medium,Medium,True
-70.54952667,-33.53518,Medium,Medium,True
-70.55008167,-33.53516167,Low,Low,True
-70.55050667,-33.53511667,Medium,Medium,True
-70.550885,-33.53508167,Low,Low,True
-70.55129167,-33.53505333,Low,Low,True
-70.55168667,-33.53503833,Low,Low,True
-70.55203,-33.53508333,Low,Low,True
-70.55244833,-33.535215,Low,Medium,False
-70.552885,-33.53537833,Low,Low,True
-70.55324167,-33.53551,Low,Low,True
-70.55358333,-33.53559,Low,Low,True
-70.55397667,-33.53567167,Medium,Medium,True
-70.55437833,-33.535745,Medium,Medium,True
